,text,Category
430,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/2OywnvYIW0,Pro-choice
431,@KlotzbachJoshua @jennifer0533 @jksjajansbs @snap1448 @KoleKelley15 @joncoopertweets Bitch you can’t even spell bab… https://t.co/mXxEDPXQAX,Pro-choice
432,"@workinalbertan2 Much of Africa is overwhelmingly pro life, activists there are sick of western nations pushing abo… https://t.co/AxRyI5ScKa",Pro-life
433,"Why don’t the fathers pay for the abortion and/or travel expense instead of companies? 

These deadbeats were a maj… https://t.co/FzhdLKPV99",Pro-choice
434,@amlivemon @mirandadevine What about a man’s right to have an abortion? Come on now!,Pro-choice
435,@tdzarnick @GeneralBrnovich One chance to tell me.   Who actually NEEDS an abortion.    Go.,Pro-life
436,"“There is no support here for Oklahoma women, zero. We're just, we're helpless. And that's a really awful feeling.""… https://t.co/B3RgJTp2IK",Pro-choice
437,"@DavidMEdwards @RubinsRants @Cheri73432513 Argue ""basic human values"" in court, see how far you get. You would lose… https://t.co/c8I853hzWb",Pro-life
438,the next time i see any man they better be on their knees apologizing abt roe v wade,Pro-choice
439,@JessicahMatshe @CNN Anti abortion stand is not only from Christian belivers. It's common sense. A right or a wrong… https://t.co/1aMj8YCLp8,Pro-life
440,"@MattMurchison FACT: If Ruth Bader Ginsburg had retired when she was 80 years old, had cancer, and could easily be… https://t.co/WzbVDH0WmI",Pro-choice
441,"In a tweet earlier today I warned the Mullah's of The American Taliban are not done, this is just the beginning 
Se… https://t.co/iiDL6jcbxe",Pro-choice
442,"@TrustlessState Well, science says that life starts by conception.

So, if you just go f*** with someone without pr… https://t.co/rpCbvu1xFC",Pro-life
443,"@natsechobbyist Roe vs Wade was never a ""right"" because nobody ever pushed it through as a constitutional amendment… https://t.co/0i0s1HbpDq",Pro-choice
444,@greymanbuffalo @Bills_Chick We don’t have a choice to either have an abortion or go to college. We can’t choose ab… https://t.co/ppmdnBumev,Pro-choice
445,"With the Supreme Court overturning Roe v. Wade, Minnesota will be one of the states where abortion remains legally… https://t.co/0uC1gHC69H",Pro-choice
446,@BarackObama So essential it was written right into the bill of righ- oh... wait... it wasn't. Well at least we pas… https://t.co/jb7qktGun5,Pro-life
447,@SheilaB910 @ms_synonym @ruprechtsfork @POTUS Abortion is trauma cause the baby screams in pain,Pro-life
448,@KinnonWestraad Abortion should have been left to the states to decide from the beginning.,Pro-life
449,"@keads116 @busterknutt1620 @timmyhasbals @robreiner Seriously though, what's it called when a pregnant woman is mur… https://t.co/dilq5xbhBF",Pro-life
450,@pattifry55 Clearly you don't know that what I'm describing is exactly what happened to poorer women before Roe v Wade 🙄,Pro-choice
451,"@svershbow An Israelite woman is permitted to undergo a therapeutic abortion, even though her life isn't at stake.… https://t.co/TPk1NgIEkz",Pro-choice
452,"California Companies Moving to Texas Now Have to Make a Choice https://t.co/XEhRooLoHC via @TomBemis

If women want… https://t.co/MAjj95KGZ0",Pro-life
453,"@ggreenwald Abortion is the brutal murder of a beautiful, innocent, defenseless unborn baby. Let's end this holocau… https://t.co/NdZ2QrWJYT",Pro-life
454,"It costs them less to pay for an abortion than to add a new family member to their insurance plan.
Dicks is anti-fa… https://t.co/cNCk9PL9hr",Pro-life
455,"My best friend, who is a Republican, just sent me a text from her daughter in law who is liberal and in tears about… https://t.co/KSBpkLU9VO",Pro-choice
456,"LADIES LETS DO EXACTLY WHAT THE MEN ARE SAYING.
LETS KEEP OUR LEGS CLOSED UNTIL THEY REVERSE THEIR RULING..

OVERTU… https://t.co/9iILjqRkMf",Pro-choice
457,"@MartinEdgarJr1 @ggreenwald @Timcast ""it would have been better to approach it under the equal protection clause"" s… https://t.co/azqWH6rOL3",Pro-choice
458,"@Acyn You know what else is typical? Moving the other direction. In fact, the data says moving from anti abortion t… https://t.co/MfH2vW2uRk",Pro-choice
459,"@RustyE83 @libsoftiktok I think it’s past time modern women and men started using contraception, rather than aborti… https://t.co/Ge4tr81JeD",Pro-life
460,@WalrusIsBack @POTUS Now even Walruses are clamoring for abortion?,Pro-life
461,@GeneralSamsSec As Edgy as my stupid white ass can be I support Abortion 110%. Women should have control over their… https://t.co/GB0zsUjWcA,Pro-choice
462,I have NO respect for woman who think against Roe Vs Wade. I have No Respect for men who think they own woman’s Bod… https://t.co/q8EQNwH2pj,Pro-choice
463,"Give me a ""thumbs up"" 👍 if you think ALL 3 of Trump's SCOTUS justices - Gorsuch, Kavanaugh and Barrett - should be… https://t.co/EKf2ldZcoa",Pro-choice
464,@Ladyred455 Roe versus wade is no more. They also lied about abortion being accepted into the constitution. Now we… https://t.co/Lk7eioebRi,Pro-life
465,"One thing is true. All who are in favor of abortion, “ALREADY BORN”! @POTUS @nytimes @WSJ @FoxNews @BBCNews… https://t.co/OqS9jFoZjH",Pro-life
466,@DanRather Probably most of them.  It would certainly have more impact if they vowed to stop all donations to the G… https://t.co/eIbw1Dy1Mx,Pro-choice
467,"🚨WATCH - You Have No Right To An Abortion 

#RoeVWade https://t.co/l6Y0qjykmY",Pro-life
468,When Roe v. Wade was decided I was already in my waning  days of being a Catholic. My separation had started a few… https://t.co/sEDNqvL16D,Pro-choice
469,@WestonJohn12 No. And no.  https://t.co/gthN1WxEdf. And https://t.co/ji7gAS5hiP,Pro-choice
470,"The US has no business preaching freedom and democracy to others, EVER!
Biden needs to STFU until he knows what fre… https://t.co/UluqKaTiGU",Pro-choice
471,"@Lady4Links @ruprechtsfork @washingtonpost Pitting state against state, threatening womens privacy in the states ou… https://t.co/DD9b2zCW11",Pro-choice
472,A new analysis explains the disturbing circumstances surrounding the overturning of Roe v. Wade &amp; how SCOTUS has mo… https://t.co/TlHNsvZrS4,Pro-choice
473,I get what this guy was trying to say and I do support it but I think it’s well past time we stop acting like every… https://t.co/F4tHpHv4Na,Pro-choice
474,"@Janet924ZD Their replacements.
It's like this. We must secure The House and The Senate next term. Once we do that… https://t.co/6JSgY9muD1",Pro-choice
475,"@Sachinettiyil @leeniekelly We have many National Treasures, Clarence Thomas is not one of them. He is a National P… https://t.co/SmXGttChET",Pro-choice
476,Every safety rule is written in blood. So was Roe v Wade. What the actual fuck. Yes still today I'm still astounded,Pro-choice
477,"@cordelialadybug As we used to say back in the day, if men could have babies, abortion would be a sacrament. 
#WomensRightsAreHumanRights",Pro-choice
478,"@PissedOffMandaP Unfortunately, the abortion industry covers for abusers and rapists. They need the repeat customers.",Pro-life
479,"In case you’re looking for some viewing, personally I’m watching FAST TIMES AT RIDGEMONT HIGH today. 

“fifty years… https://t.co/5tseQkJwDQ",Pro-choice
480,"@StevenTDennis @JohnCornyn Roe v. Wade is not a bad opinion. And Cornyn, folks, can't stand Obama.",Pro-choice
481,@robertalives @TheresaGoPats @intothefray68 Interesting that a liberal doesn't know what a baby looks like.  So iro… https://t.co/z4pD0DTv5J,Pro-life
482,"@SenJoniErnst @POTUS Poor Deflection, Abortion is the only thing voters will be  thinking about this November. The… https://t.co/bcsw5YjhQ9",Pro-choice
483,"@MARNIE_EMT @StephenKing No, its merely a STATES decision whether or not abortion shall be allowed. And DEMOCRATS h… https://t.co/XNVfOExWJp",Pro-life
484,@merlinsen i just hope they all get pregnant and have a miscarriage where they would need abortion to save their lives,Pro-choice
485,Fuck ur stupid ass abortion rights. Hope u bitches act sensible now 😂😂😂😂,Pro-life
486,@biconash i remember my friend telling me this when discussions of overturning roe v wade first began and it terrifies me,Pro-choice
487,@glosswitch The right to abortion feels like one of the most obvious &amp; justified feminist causes. But it shouldn't… https://t.co/jz4B9OHmt0,Pro-choice
488,I followed @AidAccessUSA because a person who needs to have an abortion can access their services by mail. I don't… https://t.co/dYFFvSJpc4,Pro-choice
489,@MattMurchison FACT: If Hillary campaigned in the Midwest instead of worrying about ruby red Texas and still red Ar… https://t.co/NYDDc4L5yM,Pro-choice
490,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/TUkjxDPMFq,Pro-choice
491,@DanRather Constitutional right?  And yet you want to try and take away my 2nd amendment rights?  Oh or is it so th… https://t.co/ok01J9DEvD,Pro-life
492,@GeekToyLove And how many people traveling for an abortion could afford to relocate to and live in MA?,Pro-choice
493,Took a break from studying for the Bar Exam to write a column for @Blavity on the egregious decision by #SCOTUS to… https://t.co/48BtdARyPH,Pro-choice
494,"@ArchRose90 Whilst I am angry at the SCOTUS decision on Roe v Wade, that is no excuse to indulge in shocking racial abuse.",Pro-choice
495,"@FoxNews Just think about it, since 1973, when abortion became legal, there have been 63,459,781 abortions performe… https://t.co/tpMkd8mTA3",Pro-life
496,"Fact is, by overturning Roe v. Wade, this SCOTUS seems to have forgotten or willfully ignored that there's supposed… https://t.co/C5WJOyiQXD",Pro-choice
497,"@LiveNLearnin @CallMeSirGodamt @chyllstorm @Benjami84305781 @AlannaVagianos My point is, posts like these give off… https://t.co/RHQYE8KIo4",Pro-life
498,"@theLassie27 @mintyMit @TheGlobalLatino @YungPrxda @superbruhalt @eeqasx @mobdarko @hoeglizzy no, I recognize there… https://t.co/QFC9lOjUzu",Pro-life
499,@midlifewomanon1 @CharlieCrist Sound like you are pro-abortion--Infanticide.,Pro-life
500,@grey_son7 Children have rights. Babies. But you are woefully misguided in your ignorant post. Yesterday’s ruling s… https://t.co/Ddh03yG53Z,Pro-life
501,@TotalSecurily @soyiimy @dylanobrien Yeah that didn't happen. Congratulations for showing you have absolutely no id… https://t.co/cJ9t85DovC,Pro-life
502,@__enterprise__ @Soter_Ptolemeos @Houston50730694 @elitehaxor3 @t1nyb0dy @headsup44 @gwencystic The ones having a m… https://t.co/pXs3wHrDhc,Pro-life
503,.@attackerman has a great article on this that anyone who cares about the policing of people who can get pregnant s… https://t.co/H4a5deG0qv,Pro-choice
504,"@GaryBurford12 @britknee_00 @FoxNews @stoolpresidente The moment that Roe was overturned, trigger laws immediately… https://t.co/gOOXoQCul5",Pro-choice
505,"""No one is pro ABORTION, it's pro choice!""

No, I am pro abortion. It should be everyone's moral obligation to ceas… https://t.co/RtQZilY2hf",Pro-choice
506,"@4lala I agree. It's her body and her life, so it should be her decision.  Full stop.  Because a right is not real… https://t.co/jWdP5TZD8k",Pro-choice
507,Olivia Rodrigo brings out Lily Allen for ‘F*** You’ to Supreme Court over Roe vs Wade https://t.co/OG1mX3pcGa,Pro-choice
508,"Exactly! Saying things like: 'getting an abortion is a very difficult decision' to be also very annoying. 
Whether… https://t.co/Mt8GPVSReC",Pro-choice
509,"Thoughts on Roe vs Wade, codify it...

It's worth the 20 hour filibuster...

#CodifyRoeVWade",Pro-choice
510,i hope those women sitting in the supreme court realize that overturning roe vs wade is the first step in stripping… https://t.co/OtGeRVWBrd,Pro-choice
511,"Not only this but with the overturning of Roe v Wade, everyone who is able to give birth is now at a higher risk of death",Pro-choice
512,"@Chumbi_Wumba @FPWellman I’d love nothing more than if the left would take their gun control, energy and economic p… https://t.co/ofJTpF25ZX",Pro-choice
513,@MariahCarey If Roe v Wade was such a critical issue to Democrats over the last 50 years... why did they NEVER writ… https://t.co/s9VppcwFZq,Pro-life
514,If you don’t understand why Roe vs Wade was reversed you need to join a Church.  If you don’t believe that there is… https://t.co/O85sV7fdSe,Pro-life
515,@DarkNookShop @Cubs_Michael @GoodManOnceSaid @DonaldJTrumpJr Let us also talk about the majority. Those that run aw… https://t.co/flrSyp7Ub2,Pro-life
516,@JohnCleese the separation of church and state has nothing to do with the fact that the right to an abortion isn't in the constitution,Pro-life
517,@AdamSha34264914 @wavefan70s47 @CCIE_15K @RedArkGuy @Rydersup5 @RandyRRQuaid Like the ones who just did away with t… https://t.co/cdW20vO85Z,Pro-choice
518,@amyklobuchar It would be great if someone would develop and distribute layman's descriptions of why other parts of… https://t.co/xvfGusnxi8,Pro-choice
519,"@Can_Skeptic_Wm @LisaDelmomof6 Actually, it was THREE evil rulings this week: guns, abortion and also “Miranda” (po… https://t.co/JRQvuQva4C",Pro-choice
520,@michael_cutcher @JoJoFromJerz @joncoopertweets Easiest way to control a woman's future choices - physical and ment… https://t.co/jvlc75glgg,Pro-choice
521,"Olivia Rodrigo rips SCOTUS at concert for overturning Roe V. Wade, calling out 5 conservative Justices. https://t.co/ux3IqRzrwm",Pro-choice
522,God judges nations that practice child sacrifice. Overturning Roe v. Wade was a necessary prerequisite for fixing the country.,Pro-life
523,The overturn of Roe v Wade truly has so many benefits. 1) innocent babies won’t be killed 2) people will now watch… https://t.co/iiHQPcMxWY,Pro-life
524,"Sweetie, I’m atheist. My opposition to abortion is based on science, not religion. But your bigotry is duly noted. https://t.co/FnDjmALXf3",Pro-life
525,@wscott5050 @Stephan80206306 @SakurogiG @TheQuartering I don't remember abortion being in the constitution,Pro-life
526,@Ultra92 @shaydeofgold Apart from the bible that clearly describes an abortion as a test for the unfaithful wife.,Pro-life
527,@Fogle4MO actually the worst fucking argument for abortion. if someone believes (for some dumbass reason) that life… https://t.co/cicCZ8sHoX,Pro-life
528,"@JohnCleese I wish all the wannabe theocrats in the US and around the world would carefully read Numbers 5, wherein… https://t.co/0wUaGpi6Bq",Pro-choice
529,"@KateEmily2409 Yes, it is. I'm old enough to remember what it was like before Roe v Wade and I'm horrified. I don't… https://t.co/DwQlldCh3b",Pro-choice
530,@ShotoSimp98 @SassyValkyrie @Snowy_Doe @war_updatez @HerbScribner Roe v Wade is dead deal with it,Pro-life
531,Bravo!  The right to an abortion is a woman’s right!  It should be available to all women upon request between the… https://t.co/WYPPT04G0O,Pro-choice
532,"Screaming into the void with this one, but yes we KNOW that Roe v Wade overturning doesn't mean abortion is outlawe… https://t.co/MuOknRDBHu",Pro-choice
533,Of f*cking course my dad thinks Roe V Wade being overturned is a good thing. Not because he’s pro life but because… https://t.co/966n3v7MAH,Pro-choice
534,"The 2nd best part of Roe vs Wade is we get to see some videos of ANTIFA getting their asses kicked.
#RoeVsWade #antifa",Pro-life
535,@MeredthSalenger My fella thinks the whole Roe v Wade thing might be a way for Republicans to incite Democrats to v… https://t.co/PBZNUTnY9b,Pro-choice
536,"Even to this day, I can rattle off a list of landmark decisions by the US Supreme Court and how important they were… https://t.co/Qx5fHyzHE1",Pro-choice
537,"The Supreme Court did not need to go this extreme. This is not an issue to address with a sledge hammer, and it wil… https://t.co/LxIPtDhfHA",Pro-choice
538,THEY OVERTURNED ROE V WADE?! What the FUCK! That’s terrifying. #catsjudgingthesupremecourt https://t.co/jCo8x0ykhX,Pro-choice
539,@layr951 @mchooyah Sure it does. What precludes us from that? Roe v Wade does NOT make abortion illegal. It makes i… https://t.co/UO2QE7iNqs,Pro-life
540,"@objkshn Hi
Men can get pregnant
Men need abortion access 
If you mean cis men specifically it would be very inclus… https://t.co/BNCzeVS0bD",Pro-choice
541,@AlinejadMasih Roe V Wade was always bad law. It has simply been returned to the States and can now be decided on b… https://t.co/IlxnTudmtv,Pro-life
542,"@BetteMidler Here in Texas, complete strangers can bring a suit against anyone who aids a woman who they suspect go… https://t.co/F5WIx9dGf1",Pro-choice
543,"Unbelievable

Wording of original Roe ruling: ""...enough to encompass a woman's decision whether to terminate her p… https://t.co/m6mfcowdYT",Pro-choice
544,"Now that scotus overturned roe v wade, we could safely say the US belongs on the list of countries who violate huma… https://t.co/V3xwUDV15n",Pro-choice
545,Bet these are the same people who bitch about January 6th too. #Roe  https://t.co/fZz5aUZmhm,Pro-life
546,@tdzarnick @GeneralBrnovich And keeping Roe v Wade will result in more fetal deaths. So I’m ok with it being overtu… https://t.co/01WzEgNaC9,Pro-life
547,"@JohnCornyn Please explain how imposing YOUR religious beliefs against abortion, gay marriage, interracial marriage… https://t.co/rORl3wYUBy",Pro-choice
548,"This is from #TroyeSivan on #Instagram

    I'm not sure if it helps underage girls, or what those regulations are.… https://t.co/cqAeWf4oHa",Pro-choice
549,"Friendly reminder: SHE DID NOT FUND THE ANTI ABORTION PARTY, but you know who did 👇🏽 https://t.co/LKuKrrjC1Q",Pro-choice
550,Watch Rachel Maddow Highlights: June 24 They will not stop at abortion rights. Radical right SCOTUS Thomas list bir… https://t.co/QEbyAgz0Xn,Pro-choice
551,@prolife_madison Abortion bans have improved maternal mortality rates and overall women and children’s health lol t… https://t.co/lKtXNUUDKr,Pro-life
552,@iSurmise3 @POTUS @MurchDave We were using safe sex. My wife got pregnant anyway. Two months her tube was rupturing… https://t.co/UJhWVU0uOB,Pro-choice
553,"@falastiniyat LOL, care to tell everyone what the Palestinian policy on abortion is?",Pro-life
554,@milagracesmom Amazing that they’re using personal responsibility as a threat. If they had just done that from the… https://t.co/7mbOF9o8LW,Pro-life
555,"I'm glad the church is happy over Roe vs Wade.
Let's make sure adoption services are available and affordable to qu… https://t.co/Ml0bp0zPuz",Pro-life
556,@Daxdiv I'm sure all those people suffering right now because they can't find a place to get a safe abortion want s… https://t.co/iEkVxWn4dC,Pro-choice
557,@RichardHaass Even Ruth Bader Ginsburg knew Roe vs Wade was flimsy law.,Pro-life
558,"@tfnelson091 @CheriDiNovo The Bible is an interesting work of fiction. 

Here’s the thing. You believe it, live you… https://t.co/d8MlpkLCe2",Pro-choice
559,@whodathoght @TheOriginalWTH That only happens with stillbirths or hopeless (AND invariably fatal) defects. A third… https://t.co/tFVxBQZ2eO,Pro-choice
560,But as a company don’t provide the service for travel aid for an abortion without providing full (12 weeks) paid pa… https://t.co/b6KV4yM9ia,Pro-choice
561,@rivian1 The hypocrisy you speak of is coming from the abortion mill lobby and the corporate Democrats that want lo… https://t.co/QczbEBJLYq,Pro-life
562,@jimdorf @begbiewhaack @BetteMidler We’re calling out her hypocrisy. She got an abortion and then happily pulled th… https://t.co/sHBgiVXYzh,Pro-choice
563,"@Apemann6969 @megynkelly So. Fucking. What? All of them will say that, and then every damned one of them would get… https://t.co/BAe6n2YFEx",Pro-choice
564,"@mom76v2 Absolutely, I'm not allowing the exceptions in actuality, I'm outting their actual intentions. They don't… https://t.co/GiKIKNPksl",Pro-life
565,"@MooreintheAM For literally decades there have been anti-abortion activists standing w/ shaming, graphic signs on t… https://t.co/ARp3fFOTgI",Pro-choice
566,Just a reminder that a foetus isn't just a danger to the mother's life due to physical complications such as ectopi… https://t.co/re8ca4yaA5,Pro-choice
567,@POTUS Can you pass an executive order allowing abortion for women that need to start cancer treatment? Because you… https://t.co/OfOh6fORZx,Pro-choice
568,"i'm ready to throw away my quest 2, disgusting https://t.co/y8lxtJQ34z",Pro-choice
569,@kim_because @feloneouscat @maqart55 @MurphyYuiko @Godfly__ @d_vinelocs88 @AboveNun @JHerbatov @AprilLigeia… https://t.co/vHv0ryVzFX,Pro-life
570,"@MarshaBlackburn the land for several years.  Come on, Marsha, SCOTUS just insanely took a Constitutional right all… https://t.co/n8DPnNe9Ll",Pro-choice
571,"@SaintHoax @Lva_Sc I am confused, if America is founded on Christian principles, why cherrypick what you want of Go… https://t.co/krjTgYgF06",Pro-life
572,Ok so Roe V Wade is now at the states. Here is how i see this : If you say killing a woman who is pregnant is  a do… https://t.co/KWyTmnroXe,Pro-life
573,"@BigEcavin @FekoLand @BBCWorld And let’s get one thing clear you manipulating pile, women should be allowed the rig… https://t.co/cXSGFsFKgi",Pro-choice
574,@ELFitz6 @russ_seton @Jokerstars_CEO @Jeff_Cotto_ @mhdksafa Yeah but you wanted the kid right? Not everyone wants c… https://t.co/wbKAQ9OQ3z,Pro-choice
575,"@hiphopanonymuss If a bureaucrats system is asking for result justice without considering the procedural justice, t… https://t.co/sIZdU3SX1s",Pro-choice
576,@CharityKarungi_ Problem you may legalize abortion.,Pro-life
577,"Dumb Lefty Pricks Get Run Over &amp; Call For Violence Over Roe vs Wade
https://t.co/bgbRJ4OA8q",Pro-life
578,"Cool to know. The @Mariners don't just support the anti abortion people, they support segregationists too. Fun. Thi… https://t.co/MFCMD9G1ok",Pro-choice
579,Boy we got a special lot of folks running our state down here in Texas. They so crazy you cant do nothing but laugh… https://t.co/xX6jBTkwci,Pro-choice
580,@GangWeedCuntBoy @dieulanomore @dj_ewi @JohnCornyn And just some advice? This is a very bad day to be a dude lectur… https://t.co/F36QQ3h9xS,Pro-choice
581,"@POTUS open abortion clinics on federal land in every state within the next month.

Less talk more action.",Pro-choice
582,Roe vs Wade &amp; state of Democracy #abortionisahumanright #abortioncareishealthcare #abortionrightsarehumanrights… https://t.co/wOXLBKG2pA,Pro-choice
583,@MariahCarey Not true. Abortion is not in the constitution and should have always been left to the states. The  Dem… https://t.co/oxCX6Y0K9t,Pro-life
584,The overturning of Roe was not an attack on women. It returned decision-making to the people and their elected repr… https://t.co/qJJ6CfIxWi,Pro-life
585,@SenatorLake @KelinciHutan @Abucketofholes @BNNBreaking Show me where it says abortion is illegal.,Pro-choice
586,"@MosestaylorF @sailortaylor11 Fun facts about randomly related stuff...
The Bible states very clearly that life beg… https://t.co/6fQU0jPbZE",Pro-choice
587,Agreed! American values: diversity &amp; separation of Church &amp; State. What’s so appalling is that “Dark Money” which b… https://t.co/oWYDq8baGj,Pro-choice
588,"@m61salad Everyone has the right to basic healthcare, if you don’t want an abortion….don’t get one that law has not… https://t.co/wbnxzOXIXG",Pro-choice
589,"Pro-Life Baby Draft
Solution to OT Roe v Wade

Pro-Lifers MUST sign up for a BABY DRAFT. They register with the Sta… https://t.co/j8l6QAjYz8",Pro-choice
590,"@RichardJMurphy Worth remembering that over 60% of Americans are in favour of keeping Roe v. Wade.
This isn't ""by t… https://t.co/YEWUnwqHM5",Pro-choice
591,"@VPS_Reports Imagine when these black women each start giving birth to a dozen babies.

The state legislatures woul… https://t.co/9EtsA7s1oE",Pro-choice
592,"@VirgilWlkrOMAHA There are 6 Justices that voted for the overturn of Roe v. Wade, but one man is facing the ridicul… https://t.co/kD4MTZilje",Pro-life
593,"@verylucky_guy @Pheramuse @TomiLahren You're right they don't always, but then they face penalties which include wa… https://t.co/PVoSzjqyml",Pro-life
594,@teleman777 @poisynivyxxx Do you understand how many circumstances require abortion for the safety of the mothers life?,Pro-choice
595,@howie_bad @WLRDtheBuzz @GreekGoddess022 @wylietroy @karlarod_ I don't know any countries that offer 3rd trimester… https://t.co/PTz2hIUgJA,Pro-choice
596,@AlannaVagianos Move to NY were abortion after birth is still legal.,Pro-choice
597,"The Ruling Overturning Roe Is an Insult to Women and the Judicial System https://t.co/JfbF21tWir  

⚠️Citizens need… https://t.co/XWn5Gp1zN9",Pro-choice
598,I can bet money there are women in there who have had an abortion. Bunch of hypocrites. https://t.co/zTlvUr0Aj5,Pro-choice
599,@HDCDimithriP Very Blessed and Super Joyful No more Abortions in All USA - Roe- Wade is No More in the USA . All fo… https://t.co/eR8qDfQwKM,Pro-life
600,@DCelesteSpencer @aprrey66 I am a little  younger but the battle to overturn Roe v Wade was always in my life. Its… https://t.co/PoUHLANd4S,Pro-choice
601,"@justin42310 @RebeccaKKatz A lot of people who can afford to are going to move from states are outlawing abortion,… https://t.co/kGeopJ3v6T",Pro-choice
602,so i can’t get an abortion if i need one because they need more white babies available for adoption and don’t want… https://t.co/bE4D7Q795J,Pro-choice
603,Abortion is a human right.,Pro-choice
604,@aterkel @Robillard Voting for Democrats in 2016 would have been entirely sufficient. We'd have a 6-3 or  7-2 liber… https://t.co/B4U5ffVYLX,Pro-choice
605,@2020eScribbles @FrStevePullis @March_for_Life When you're in control of your body and capable of exercising choice… https://t.co/C9yAMDbW5l,Pro-choice
606,@Mel_Ankoly I don't think so. The people built the Civil Rights movement. They opposed the US/Vietnam war until Nix… https://t.co/3jfBZdNS6U,Pro-choice
607,"""No, justices, your work isn’t done. What you have finished off is the legitimacy of the court on which you are pri… https://t.co/Gl3WWWS8SG",Pro-choice
608,@kimmie_c_ You don’t understand  the law.  They just put abortion approval down to state@level so if you blue state… https://t.co/0YPXGLwXsK,Pro-life
609,"No, you were lied to and too stupid to recognize it. Roe v Wade: senators say Trump supreme court nominees misled t… https://t.co/KyZKMKVQOL",Pro-choice
610,"Speaking about the abortion: what is the correct form- women should have right t choose abortion, or- pregnant peop… https://t.co/CWr6pjE3m8",Pro-choice
611,@Idfkanything1 @valleonardcomc1 @mmpadellan Negative. Claiming they would rather die than carry is not the same as… https://t.co/l0RKhUjNnD,Pro-life
612,"Still cannot believe the reprehensible step taken in the US to overturn Roe v Wade.

When do they vote on changing the name to Gilead?",Pro-choice
613,@GageCarol1 @Cando02T @kevincorke @JonathanTurley He packed it with anti abortion justices and they did exactly the… https://t.co/QknhcyGc87,Pro-choice
614,@BoSnerdley Can you imagine an abortion discussion without women who are bragging about how many times they’ve had… https://t.co/uVQsP6TOZs,Pro-life
615,"https://t.co/RxsAbBhR25
The Vatican holds some of the responsibility for all the women who will be harmed due to th… https://t.co/cWwGp5L32X",Pro-choice
616,Feel free to unfollow me if you support the overturning of Roe v. Wade,Pro-choice
617,Same. It's me. I'm pro-abortion. I couldn't care less WHY you want or need one. You should ALWAYS be able to access… https://t.co/UxeckudY2R,Pro-choice
618,@RepValDemings Abortion is murdering an unborn baby.,Pro-life
619,@Isobel61763134 @JaneSpeare @GeorgeD94155865 @DeborahMeaden Nope. Check out the proportion of black babies aborted… https://t.co/xZmdGN3grp,Pro-life
620,If you support roe vs wade being overturned go ahead and unfollow me,Pro-choice
621,Abortion “rights” activists have zero interest in having a real discussion about the issue. Most do not even know t… https://t.co/NCyS6s5ZeC,Pro-life
622,this WOMAN voted for trump TWICE and is complaining about roe v wade being overturned as if he didn’t appoint the j… https://t.co/LrKujgSX1G,Pro-choice
623,"@RealPaigeWWE Facts, shout it louder! 🙌  kane was literally my favourite growing up and i hate seeing what he puts… https://t.co/sQ2YLKsCk3",Pro-choice
624,@MonicaLewinsky Abortion is murder no matter how u try to look at it,Pro-life
625,"Gullible, unintelligent, utterly corrupt or lacking in political acumen these Senators are OBVIOUSLY unfit to hold… https://t.co/NNTnWhzqE5",Pro-choice
626,"@EmilyKrebs6 You can still not get pregnant in this country. Use birth control, abstain, don’t use abortion as birth control….",Pro-life
627,@laurenboebert What about your moral decay before you were accidentally put into Congress?  Men are powerless again… https://t.co/1c3X30CqSS,Pro-choice
628,just saw someone’s instagram story celebrating Roe V Wade getting overturned. Am I allowed to unfollow them?,Pro-choice
629,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/fcUc12IKIA,Pro-choice
630,"@RepValDemings You're right, won't quit fighting until abortion is 100% illegal in America",Pro-life
631,"@THH6386 @marvin_gardens @deac4life @NC_Governor 1. It's not murder, you're not killing a person. Its a clump of ce… https://t.co/Lu99JsHup7",Pro-choice
632,"@OlPhilCollins @George10273037 @JamieSale @WBrettWilson A two-week old can't survive on its own.

You don't even un… https://t.co/pAijdZF09J",Pro-life
633,I support abortions. If you don’t and are genuinely happy about overturning Roe v Wade unfollow me. Now,Pro-choice
634,"🚨🚨Call To Action🚨🚨 

Friday I filed a resolution regarding the recent Supreme Court decision Dobbs, which overturne… https://t.co/9KHzFMIzZk",Pro-choice
635,@gayle_lynne @HelliOOAK @Strandjunker So it turns out it IS considered an abortion medically regardless of what you… https://t.co/CfrBL4xyML,Pro-choice
636,If you said “essential women’s healthcare” instead of “abortion” they’d think twice and still outlaw it. They think… https://t.co/fROnMXBaEA,Pro-choice
637,@yourboyPat47 @Punished_Viper yeah. sadly roe v wade has made a lot of people complicit. I'm sure there's a good ar… https://t.co/2rsRdTj0XE,Pro-choice
638,@jordyvotes You're right.. every reason to make the diffucult choice for abortion.. is always personal &amp; a fundamen… https://t.co/fDW7sdRMWk,Pro-choice
639,"Haven’t seen one bad bitch happy about the Roe vs Wade overturn, which tells you everything you need to know.",Pro-choice
640,@77Macb It’s a good thing that yesterday’s decision didn’t outlaw abortion/ / you seem to have misunderstood,Pro-choice
641,@pam6cee It's amazing how many black people are angry behind the Roe versus Wade overturn and the fact that there i… https://t.co/sQzbq4Yszy,Pro-life
