,Unnamed: 0,text,Category,score
368,368,@Rosebid2 @MariahCarey You don’t have to be sorry. Roe vs Wade came out of the deaths of many women who were gettin… https://t.co/SYSUJW9xLA,Pro-choice,0.7646729350090027
369,369,@longbeachgriffy Exactly you can be pro-life all you want to but if I get my side piece pregnant she getting that abortion.,Pro-choice,0.5538045167922974
370,370,@QED76 @Jimbluesdad @billmaher She ran a shit campaign sure but you can’t say that president trump was better than… https://t.co/6qMFhkDnUB,Pro-choice,0.19752654433250427
371,371,"Hard same. We need mandatory sex ed in ALL schools (yes even and ESPECIALLY religious ones), nationwide access to f… https://t.co/jDsHhj0QHq",Pro-choice,0.12573614716529846
372,372,@galaxysearchers @americanstorm @dangerouserayo @GrethanIlenya @dylanobrien abortion isn’t murder lmao. murder is t… https://t.co/qkAv7mBFYy,Pro-choice,0.7929460406303406
373,373,@sorkincel Here is me launching my political career in SC. I will fight any politician who supported this Roe v Wad… https://t.co/xCaM1NnzES,Pro-choice,0.19967949390411377
374,374,@esmemurphy @drscottjensen @GovTimWalz Here’s the thing abortion rights is a man-made thought up movement while God… https://t.co/6QhLUM53zF,Pro-life,0.6266645193099976
375,375,@ConverseProLife @JetsFan1966 @StudentsforLife And a pregnant person who wants to continue a pregnancy eventually g… https://t.co/Gtgl4XcyVz,Pro-choice,0.23043856024742126
376,376,@MorganLlaverias @Debitcash29 Judges decided just like they did when they ruled in the 70s on roe v Wade which was… https://t.co/EsbvvcwTvl,Pro-choice,0.4889255464076996
377,377,"@KidSwagYolo1 @_celia_bedelia_ Abortion isn't nuanced, it's a medical procedure and it's draconian to be outlawing… https://t.co/j3Z7kN6nLi",Pro-choice,0.37706804275512695
378,378,I should hv quoted the tweet because the thread is/was medication abortion products. https://t.co/Trqc0NN5Bd,Pro-choice,0.2190641313791275
379,379,"Soon, if not already, someone who needs an abortion in Brownsville, TX, will need to travel 1,140 miles - that's ov… https://t.co/plEJqVpJyr",Pro-choice,0.28113123774528503
380,380,"@slaterlofty @SassyHairDood @RonFilipkowski But since women are obviously equal members of society, this is just st… https://t.co/JgeRGcIfUr",Pro-choice,0.41078832745552063
381,381,Roe v. Wade: Megan Rapinoe slams decision as ‘violent onslaught on women’s bodies’ https://t.co/SeIX89TFW0,Pro-choice,0.4860762655735016
382,382,"@DanRather Pretty sure he succeeded.  What percentage of people support overturning Roe v Wade?  Less than 30%?  

What Democracy?",Pro-choice,0.6729089021682739
383,383,they took away our miranda rights the DAY BEFORE roe v wade was overturned. our government is strategic beyond most… https://t.co/yEvmlQHun7,Pro-choice,0.2700812518596649
384,384,@kiraspit @sokurovark The term birthing body expresses that one is reduced to their reproductive value and sounds v… https://t.co/dt39tqNsfc,Pro-choice,0.30799856781959534
385,385,@JessicaCoblentz Abortion kills twice. It kills the body of the baby and it kills the conscience of the mother. Abo… https://t.co/zZdVahGE3I,Pro-life,0.8121488690376282
386,386,"The first joke I ever heard from George Carlin ‘you ever notice women against abortion, are the ones you wouldn’t w… https://t.co/Iy3dvG2ZA4",Pro-life,0.6148580312728882
387,387,"""Released a year before Roe v. Wade, this short film"" It Happens to Us (1972) directed ""by Amalie Rothschild lays o… https://t.co/jXtRhMJyQI",Pro-choice,0.552331805229187
388,388,"@Mystigon2 @ElijahSchaffer Dude come on. Although thats very funny this is not something to make a joke of. 
If you… https://t.co/bUG5wCVk2f",Pro-choice,0.22088848054409027
389,389,@GEdwards2021 @PoettOnYT @Gus15372522 @pasghetti__ @jentaub There is no right to an abortion in the Constitution. Y… https://t.co/ytpEIZ40Zc,Pro-life,0.48365455865859985
390,390,"@rhymeswithjoey Use DoD money to open abortion clinics in Fort Hood, Tx instead",Pro-choice,0.5064191222190857
391,391,"Who would rail about health centers who saved my life but bc abortion was on the menu, they and patients going were… https://t.co/4kiddrM7Dm",Pro-choice,0.6821032762527466
392,392,"These woman wanna sit here and complain about Roe v Wade, "" my body, my choice "" and say your mother had a choice,… https://t.co/JIVmSxQOuD",Pro-life,0.3769882023334503
393,393,@AlYourPalster @RealPootie @realpdxscanner So narrow minded of you and everyone else. Refusing to acknowledge the T… https://t.co/J0ryG5Hr5Y,Pro-life,0.3407709300518036
394,394,@DonaldJTrumpJr You realize alot of women are suffering from the overuling of Roe v Wade. Especially those who have… https://t.co/OXVkgtPGlE,Pro-choice,0.6572334170341492
395,395,"@Keanu_Weev @He_who_Remainz @BasicSyrian @FoxNews @kayleighmcenany Half of abortion patients used protection.
There… https://t.co/il77AK69RD",Pro-choice,0.2685575485229492
396,396,@FetusKebabs @Gerrytart9 @LRLaverdeHansen @Benicetoopeople I’ll defend any non-Republican. Til the day I die. All d… https://t.co/8ikPldR2Gh,Pro-choice,0.3084251582622528
397,397,Roe Vs. Wade Supreme Court Ruling On Abortion Sparks Outrage — &amp; Action — From Hip Hop Community… https://t.co/UnZskfRIeH,Pro-choice,0.41420117020606995
398,398,"@DougDucey Oh puhleeze. Your
Mom should have taken advantage of Roe Vs Wade. https://t.co/xYXQDMgZI3",Pro-choice,0.513663113117218
399,399,"Here's some fun quotes for Roe v. Wade lunatics today

Read, if you think you know what the law and Constitution say https://t.co/nLJUILIZWo",Pro-life,0.6010547280311584
400,400,"I come in ✌️ 
Roe v Wade
#RoeOverturned https://t.co/U2257H1lqr",Pro-life,0.3045649528503418
401,401,Cops are gonna be the ones enforcing the new abortion laws. #ACAB,Pro-choice,0.4234292507171631
402,402,people having the audacity to be happy about what happened w roe v wade make me so sick,Pro-choice,0.5568811297416687
403,403,Republicans who voted for GOP in the last few elections and then say its not their fault that ROE v Wade was overtu… https://t.co/vQhw1YRQAZ,Pro-choice,0.139934241771698
404,404,@highroadsaloon People HAVE unalived themselves because they didn’t have access to a LEGAL abortion. I’m not trying… https://t.co/t4tbk7r1t4,Pro-choice,0.2577382028102875
405,405,"They're coming to take away your Rights! 
In case the apathetic &amp; wilfully ignorant have woken up.

#FoxNews… https://t.co/jKhx9Z5FZF",Pro-choice,0.2969440519809723
406,406,@klippittyflopp @DwightTurf Americans are happy about Roe v Wade. You people from other countries need to stay out of our politics.,Pro-life,0.4305623173713684
407,407,"2/ “614 stalking incidents and four kidnappings, according to the National Abortion Federation. The supposedly “pro… https://t.co/5y27Bv7sCI",Pro-choice,0.6721885204315186
408,408,@CatherineCRine1 This is a 100% true statement.   The final stages of a society is child sacrifice and abortion is… https://t.co/BwCxdmJ7I1,Pro-life,0.5382870435714722
409,409,It’s really mind boggling that they overturned Roe v. Wade. But what do you expect out of these clowns,Pro-choice,0.7198968529701233
410,410,@loudrthqnbombs abortion being illegal or wrong or what so ever so bringing up the bible just didn’t make sense in the first place 😵‍💫,Pro-choice,0.5221759080886841
411,411,Corporations are helping their employees get an out-of-state abortion because those without families are much cheaper for the company.,Pro-life,0.8295840620994568
412,412,@POTUS Do something about Roe V Wade !,Pro-choice,0.552511990070343
413,413,All these women talking about no sex to strike abortion: WHOS HAVING SEX WITH YOU NOW??? #answer #RoeOverturned #women #womensrights,Pro-life,0.423048734664917
414,414,@humansilk Deal And every abortion does the life expectancy of the life they just took in prison 😂,Pro-life,0.321150004863739
415,415,I can't believe that the Senators when they say the candidates for the Supreme Court told them the truth when asked… https://t.co/CnCDo4DMbS,Pro-choice,0.1690346598625183
416,416,@squeakingmeow @pixposies @fawnsoffline @heroicslug @barrenessblack2 @Joddammit @avocadorable29 @vixmcintyre… https://t.co/blWua613b8,Pro-life,0.4320954382419586
417,417,“Pro-Life” is NOT - simply anti-abortion and don’t give a damn about the adults involved. #hate #HateSpeech  #life https://t.co/R3hLGyvUYc,Pro-choice,0.7785367965698242
418,418,I’m such a advocate for people doing what they think is best for them. This whole Roe v. Wade overturning is so repulsive to me. 🤮,Pro-choice,0.6519805788993835
419,419,"Me, looking at all of the SCOTUS members who swore under oath to uphold Roe v Wade, who did not in fact uphold it.… https://t.co/gmtKzDnzEQ",Pro-choice,0.26309457421302795
420,420,"Hands off my reproductive rights, choices and my body. Dismantle the Supreme Court who overturned Roe vs Wade. https://t.co/MCe3NUBgGf",Pro-choice,0.20066891610622406
421,421,@Food_2_Die_4 @Lynda63986855 @DLobbregt @USA_Aquanaut @Atticus58113746 @2020_Vision_ @LaughTrackItsT1… https://t.co/gGxMz9LXDw,Pro-life,0.3864034414291382
422,422,@NotWhatY0uThink @TheresaWuzHere @quattalbum @ananavarro Roe v wade does not change what women do w their bodies. I… https://t.co/C9AaSMYrux,Pro-life,0.24353229999542236
423,423,@YeonmiParkNK So much respect for you Yeonmi. You're story brought me to tears. As a Canadian Male &amp; no dog in the… https://t.co/ZkttelkfS0,Pro-choice,0.6839089393615723
424,424,@KamalaHarris Roe V Wade didn’t protect the babies that didn’t have the same opinion as you.,Pro-life,0.8287438154220581
425,425,"roe v wade criminalizes afabs, felons cant vote,, so its almost like they're backtracking on purpose just bc they w… https://t.co/w2PckRAJhX",Pro-choice,0.24052982032299042
426,426,"@zookeeperdan @H0NEYRIVER Big fucking lol at calling an apparatus ""pro-choice"" when its leadership has 1) actively… https://t.co/EyayLvq1vd",Pro-choice,0.33794137835502625
427,427,it makes me even more mad that we literally voted against overturning roe v wade by a strong majority but the supre… https://t.co/BZVRBRVRp3,Pro-choice,0.24221359193325043
428,428,I feel like all athletes who play for a state that Abortion bill applies to should stop playing until its over turned.,Pro-choice,0.39855843782424927
429,429,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/3OiBgHecV1,Pro-choice,0.14882048964500427
430,430,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/2OywnvYIW0,Pro-choice,0.14882048964500427
431,431,@KlotzbachJoshua @jennifer0533 @jksjajansbs @snap1448 @KoleKelley15 @joncoopertweets Bitch you can’t even spell bab… https://t.co/mXxEDPXQAX,Pro-choice,0.41932323575019836
432,432,"@workinalbertan2 Much of Africa is overwhelmingly pro life, activists there are sick of western nations pushing abo… https://t.co/AxRyI5ScKa",Pro-life,0.7996549010276794
433,433,"Why don’t the fathers pay for the abortion and/or travel expense instead of companies? 

These deadbeats were a maj… https://t.co/FzhdLKPV99",Pro-choice,0.8061736226081848
434,434,@amlivemon @mirandadevine What about a man’s right to have an abortion? Come on now!,Pro-choice,0.4963233470916748
435,435,@tdzarnick @GeneralBrnovich One chance to tell me.   Who actually NEEDS an abortion.    Go.,Pro-life,0.6553979516029358
436,436,"“There is no support here for Oklahoma women, zero. We're just, we're helpless. And that's a really awful feeling.""… https://t.co/B3RgJTp2IK",Pro-choice,0.2788972854614258
437,437,"@DavidMEdwards @RubinsRants @Cheri73432513 Argue ""basic human values"" in court, see how far you get. You would lose… https://t.co/c8I853hzWb",Pro-life,0.6721147894859314
438,438,the next time i see any man they better be on their knees apologizing abt roe v wade,Pro-choice,0.19612646102905273
439,439,@JessicahMatshe @CNN Anti abortion stand is not only from Christian belivers. It's common sense. A right or a wrong… https://t.co/1aMj8YCLp8,Pro-life,0.5980640649795532
440,440,"@MattMurchison FACT: If Ruth Bader Ginsburg had retired when she was 80 years old, had cancer, and could easily be… https://t.co/WzbVDH0WmI",Pro-choice,0.19500526785850525
441,441,"In a tweet earlier today I warned the Mullah's of The American Taliban are not done, this is just the beginning 
Se… https://t.co/iiDL6jcbxe",Pro-choice,0.2478628158569336
442,442,"@TrustlessState Well, science says that life starts by conception.

So, if you just go f*** with someone without pr… https://t.co/rpCbvu1xFC",Pro-life,0.3271116614341736
443,443,"@natsechobbyist Roe vs Wade was never a ""right"" because nobody ever pushed it through as a constitutional amendment… https://t.co/0i0s1HbpDq",Pro-choice,0.747675359249115
444,444,@greymanbuffalo @Bills_Chick We don’t have a choice to either have an abortion or go to college. We can’t choose ab… https://t.co/ppmdnBumev,Pro-choice,0.2834760248661041
445,445,"With the Supreme Court overturning Roe v. Wade, Minnesota will be one of the states where abortion remains legally… https://t.co/0uC1gHC69H",Pro-choice,0.2699454426765442
446,446,@BarackObama So essential it was written right into the bill of righ- oh... wait... it wasn't. Well at least we pas… https://t.co/jb7qktGun5,Pro-life,0.19643180072307587
447,447,@SheilaB910 @ms_synonym @ruprechtsfork @POTUS Abortion is trauma cause the baby screams in pain,Pro-life,0.66623455286026
448,448,@KinnonWestraad Abortion should have been left to the states to decide from the beginning.,Pro-life,0.7797657251358032
449,449,"@keads116 @busterknutt1620 @timmyhasbals @robreiner Seriously though, what's it called when a pregnant woman is mur… https://t.co/dilq5xbhBF",Pro-life,0.3032270669937134
450,450,@pattifry55 Clearly you don't know that what I'm describing is exactly what happened to poorer women before Roe v Wade 🙄,Pro-choice,0.5112455487251282
451,451,"@svershbow An Israelite woman is permitted to undergo a therapeutic abortion, even though her life isn't at stake.… https://t.co/TPk1NgIEkz",Pro-choice,0.523105263710022
452,452,"California Companies Moving to Texas Now Have to Make a Choice https://t.co/XEhRooLoHC via @TomBemis

If women want… https://t.co/MAjj95KGZ0",Pro-life,0.5437920689582825
453,453,"@ggreenwald Abortion is the brutal murder of a beautiful, innocent, defenseless unborn baby. Let's end this holocau… https://t.co/NdZ2QrWJYT",Pro-life,0.882344663143158
454,454,"It costs them less to pay for an abortion than to add a new family member to their insurance plan.
Dicks is anti-fa… https://t.co/cNCk9PL9hr",Pro-life,0.17535530030727386
455,455,"My best friend, who is a Republican, just sent me a text from her daughter in law who is liberal and in tears about… https://t.co/KSBpkLU9VO",Pro-choice,0.6270273923873901
456,456,"LADIES LETS DO EXACTLY WHAT THE MEN ARE SAYING.
LETS KEEP OUR LEGS CLOSED UNTIL THEY REVERSE THEIR RULING..

OVERTU… https://t.co/9iILjqRkMf",Pro-choice,0.3673561215400696
457,457,"@MartinEdgarJr1 @ggreenwald @Timcast ""it would have been better to approach it under the equal protection clause"" s… https://t.co/azqWH6rOL3",Pro-choice,0.48587849736213684
458,458,"@Acyn You know what else is typical? Moving the other direction. In fact, the data says moving from anti abortion t… https://t.co/MfH2vW2uRk",Pro-choice,0.22432032227516174
459,459,"@RustyE83 @libsoftiktok I think it’s past time modern women and men started using contraception, rather than aborti… https://t.co/Ge4tr81JeD",Pro-life,0.43846678733825684
460,460,@WalrusIsBack @POTUS Now even Walruses are clamoring for abortion?,Pro-life,0.6088675260543823
461,461,@GeneralSamsSec As Edgy as my stupid white ass can be I support Abortion 110%. Women should have control over their… https://t.co/GB0zsUjWcA,Pro-choice,0.43059393763542175
462,462,I have NO respect for woman who think against Roe Vs Wade. I have No Respect for men who think they own woman’s Bod… https://t.co/q8EQNwH2pj,Pro-choice,0.39161577820777893
463,463,"Give me a ""thumbs up"" 👍 if you think ALL 3 of Trump's SCOTUS justices - Gorsuch, Kavanaugh and Barrett - should be… https://t.co/EKf2ldZcoa",Pro-choice,0.6234822273254395
464,464,@Ladyred455 Roe versus wade is no more. They also lied about abortion being accepted into the constitution. Now we… https://t.co/Lk7eioebRi,Pro-life,0.39409390091896057
465,465,"One thing is true. All who are in favor of abortion, “ALREADY BORN”! @POTUS @nytimes @WSJ @FoxNews @BBCNews… https://t.co/OqS9jFoZjH",Pro-life,0.5553438067436218
466,466,@DanRather Probably most of them.  It would certainly have more impact if they vowed to stop all donations to the G… https://t.co/eIbw1Dy1Mx,Pro-choice,0.6127932071685791
467,467,"🚨WATCH - You Have No Right To An Abortion 

#RoeVWade https://t.co/l6Y0qjykmY",Pro-life,0.4378001093864441
468,468,When Roe v. Wade was decided I was already in my waning  days of being a Catholic. My separation had started a few… https://t.co/sEDNqvL16D,Pro-choice,0.45601701736450195
469,469,@WestonJohn12 No. And no.  https://t.co/gthN1WxEdf. And https://t.co/ji7gAS5hiP,Pro-choice,0.4015924036502838
470,470,"The US has no business preaching freedom and democracy to others, EVER!
Biden needs to STFU until he knows what fre… https://t.co/UluqKaTiGU",Pro-choice,0.4872448146343231
471,471,"@Lady4Links @ruprechtsfork @washingtonpost Pitting state against state, threatening womens privacy in the states ou… https://t.co/DD9b2zCW11",Pro-choice,0.1815692037343979
472,472,A new analysis explains the disturbing circumstances surrounding the overturning of Roe v. Wade &amp; how SCOTUS has mo… https://t.co/TlHNsvZrS4,Pro-choice,0.43809327483177185
473,473,I get what this guy was trying to say and I do support it but I think it’s well past time we stop acting like every… https://t.co/F4tHpHv4Na,Pro-choice,0.23117230832576752
474,474,"@Janet924ZD Their replacements.
It's like this. We must secure The House and The Senate next term. Once we do that… https://t.co/6JSgY9muD1",Pro-choice,0.3595380187034607
475,475,"@Sachinettiyil @leeniekelly We have many National Treasures, Clarence Thomas is not one of them. He is a National P… https://t.co/SmXGttChET",Pro-choice,0.29079365730285645
476,476,Every safety rule is written in blood. So was Roe v Wade. What the actual fuck. Yes still today I'm still astounded,Pro-choice,0.810370147228241
477,477,"@cordelialadybug As we used to say back in the day, if men could have babies, abortion would be a sacrament. 
#WomensRightsAreHumanRights",Pro-choice,0.668113112449646
478,478,"@PissedOffMandaP Unfortunately, the abortion industry covers for abusers and rapists. They need the repeat customers.",Pro-life,0.7298474311828613
479,479,"In case you’re looking for some viewing, personally I’m watching FAST TIMES AT RIDGEMONT HIGH today. 

“fifty years… https://t.co/5tseQkJwDQ",Pro-choice,0.5957170128822327
480,480,"@StevenTDennis @JohnCornyn Roe v. Wade is not a bad opinion. And Cornyn, folks, can't stand Obama.",Pro-choice,0.7338340282440186
481,481,@robertalives @TheresaGoPats @intothefray68 Interesting that a liberal doesn't know what a baby looks like.  So iro… https://t.co/z4pD0DTv5J,Pro-life,0.8685640692710876
482,482,"@SenJoniErnst @POTUS Poor Deflection, Abortion is the only thing voters will be  thinking about this November. The… https://t.co/bcsw5YjhQ9",Pro-choice,0.44219890236854553
483,483,"@MARNIE_EMT @StephenKing No, its merely a STATES decision whether or not abortion shall be allowed. And DEMOCRATS h… https://t.co/XNVfOExWJp",Pro-life,0.5494415163993835
484,484,@merlinsen i just hope they all get pregnant and have a miscarriage where they would need abortion to save their lives,Pro-choice,0.15001565217971802
485,485,Fuck ur stupid ass abortion rights. Hope u bitches act sensible now 😂😂😂😂,Pro-life,0.18675009906291962
486,486,@biconash i remember my friend telling me this when discussions of overturning roe v wade first began and it terrifies me,Pro-choice,0.18860432505607605
487,487,@glosswitch The right to abortion feels like one of the most obvious &amp; justified feminist causes. But it shouldn't… https://t.co/jz4B9OHmt0,Pro-choice,0.43909090757369995
488,488,I followed @AidAccessUSA because a person who needs to have an abortion can access their services by mail. I don't… https://t.co/dYFFvSJpc4,Pro-choice,0.13785521686077118
489,489,@MattMurchison FACT: If Hillary campaigned in the Midwest instead of worrying about ruby red Texas and still red Ar… https://t.co/NYDDc4L5yM,Pro-choice,0.2534787356853485
490,490,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/TUkjxDPMFq,Pro-choice,0.6362609267234802
491,491,@DanRather Constitutional right?  And yet you want to try and take away my 2nd amendment rights?  Oh or is it so th… https://t.co/ok01J9DEvD,Pro-life,0.45263051986694336
492,492,@GeekToyLove And how many people traveling for an abortion could afford to relocate to and live in MA?,Pro-choice,0.3324704170227051
493,493,Took a break from studying for the Bar Exam to write a column for @Blavity on the egregious decision by #SCOTUS to… https://t.co/48BtdARyPH,Pro-choice,0.4660301208496094
494,494,"@ArchRose90 Whilst I am angry at the SCOTUS decision on Roe v Wade, that is no excuse to indulge in shocking racial abuse.",Pro-choice,0.325634628534317
495,495,"@FoxNews Just think about it, since 1973, when abortion became legal, there have been 63,459,781 abortions performe… https://t.co/tpMkd8mTA3",Pro-life,0.7459940910339355
496,496,"Fact is, by overturning Roe v. Wade, this SCOTUS seems to have forgotten or willfully ignored that there's supposed… https://t.co/C5WJOyiQXD",Pro-choice,0.7149679064750671
497,497,"@LiveNLearnin @CallMeSirGodamt @chyllstorm @Benjami84305781 @AlannaVagianos My point is, posts like these give off… https://t.co/RHQYE8KIo4",Pro-life,0.3881700336933136
498,498,"@theLassie27 @mintyMit @TheGlobalLatino @YungPrxda @superbruhalt @eeqasx @mobdarko @hoeglizzy no, I recognize there… https://t.co/QFC9lOjUzu",Pro-life,0.43987759947776794
499,499,@midlifewomanon1 @CharlieCrist Sound like you are pro-abortion--Infanticide.,Pro-life,0.7165982723236084
500,500,@grey_son7 Children have rights. Babies. But you are woefully misguided in your ignorant post. Yesterday’s ruling s… https://t.co/Ddh03yG53Z,Pro-life,0.4596136212348938
501,501,@TotalSecurily @soyiimy @dylanobrien Yeah that didn't happen. Congratulations for showing you have absolutely no id… https://t.co/cJ9t85DovC,Pro-life,0.16759735345840454
502,502,@__enterprise__ @Soter_Ptolemeos @Houston50730694 @elitehaxor3 @t1nyb0dy @headsup44 @gwencystic The ones having a m… https://t.co/pXs3wHrDhc,Pro-life,0.2714986205101013
503,503,.@attackerman has a great article on this that anyone who cares about the policing of people who can get pregnant s… https://t.co/H4a5deG0qv,Pro-choice,0.1815515160560608
504,504,"@GaryBurford12 @britknee_00 @FoxNews @stoolpresidente The moment that Roe was overturned, trigger laws immediately… https://t.co/gOOXoQCul5",Pro-choice,0.7037338018417358
505,505,"""No one is pro ABORTION, it's pro choice!""

No, I am pro abortion. It should be everyone's moral obligation to ceas… https://t.co/RtQZilY2hf",Pro-choice,0.8748840689659119
506,506,"@4lala I agree. It's her body and her life, so it should be her decision.  Full stop.  Because a right is not real… https://t.co/jWdP5TZD8k",Pro-choice,0.6957356929779053
507,507,Olivia Rodrigo brings out Lily Allen for ‘F*** You’ to Supreme Court over Roe vs Wade https://t.co/OG1mX3pcGa,Pro-choice,0.3772646188735962
508,508,"Exactly! Saying things like: 'getting an abortion is a very difficult decision' to be also very annoying. 
Whether… https://t.co/Mt8GPVSReC",Pro-choice,0.33765488862991333
509,509,"Thoughts on Roe vs Wade, codify it...

It's worth the 20 hour filibuster...

#CodifyRoeVWade",Pro-choice,0.48471716046333313
510,510,i hope those women sitting in the supreme court realize that overturning roe vs wade is the first step in stripping… https://t.co/OtGeRVWBrd,Pro-choice,0.2504020929336548
511,511,"Not only this but with the overturning of Roe v Wade, everyone who is able to give birth is now at a higher risk of death",Pro-choice,0.30648982524871826
512,512,"@Chumbi_Wumba @FPWellman I’d love nothing more than if the left would take their gun control, energy and economic p… https://t.co/ofJTpF25ZX",Pro-choice,0.5768518447875977
513,513,@MariahCarey If Roe v Wade was such a critical issue to Democrats over the last 50 years... why did they NEVER writ… https://t.co/s9VppcwFZq,Pro-life,0.8573498129844666
514,514,If you don’t understand why Roe vs Wade was reversed you need to join a Church.  If you don’t believe that there is… https://t.co/O85sV7fdSe,Pro-life,0.7529196739196777
515,515,@DarkNookShop @Cubs_Michael @GoodManOnceSaid @DonaldJTrumpJr Let us also talk about the majority. Those that run aw… https://t.co/flrSyp7Ub2,Pro-life,0.3479855954647064
516,516,@JohnCleese the separation of church and state has nothing to do with the fact that the right to an abortion isn't in the constitution,Pro-life,0.53037029504776
517,517,@AdamSha34264914 @wavefan70s47 @CCIE_15K @RedArkGuy @Rydersup5 @RandyRRQuaid Like the ones who just did away with t… https://t.co/cdW20vO85Z,Pro-choice,0.45825183391571045
518,518,@amyklobuchar It would be great if someone would develop and distribute layman's descriptions of why other parts of… https://t.co/xvfGusnxi8,Pro-choice,0.5958788394927979
519,519,"@Can_Skeptic_Wm @LisaDelmomof6 Actually, it was THREE evil rulings this week: guns, abortion and also “Miranda” (po… https://t.co/JRQvuQva4C",Pro-choice,0.5185423493385315
520,520,@michael_cutcher @JoJoFromJerz @joncoopertweets Easiest way to control a woman's future choices - physical and ment… https://t.co/jvlc75glgg,Pro-choice,0.41640761494636536
521,521,"Olivia Rodrigo rips SCOTUS at concert for overturning Roe V. Wade, calling out 5 conservative Justices. https://t.co/ux3IqRzrwm",Pro-choice,0.3684603273868561
522,522,God judges nations that practice child sacrifice. Overturning Roe v. Wade was a necessary prerequisite for fixing the country.,Pro-life,0.6084380149841309
523,523,The overturn of Roe v Wade truly has so many benefits. 1) innocent babies won’t be killed 2) people will now watch… https://t.co/iiHQPcMxWY,Pro-life,0.8804613947868347
524,524,"Sweetie, I’m atheist. My opposition to abortion is based on science, not religion. But your bigotry is duly noted. https://t.co/FnDjmALXf3",Pro-life,0.48557981848716736
525,525,@wscott5050 @Stephan80206306 @SakurogiG @TheQuartering I don't remember abortion being in the constitution,Pro-life,0.5458838939666748
526,526,@Ultra92 @shaydeofgold Apart from the bible that clearly describes an abortion as a test for the unfaithful wife.,Pro-life,0.5463272333145142
527,527,@Fogle4MO actually the worst fucking argument for abortion. if someone believes (for some dumbass reason) that life… https://t.co/cicCZ8sHoX,Pro-life,0.4890159070491791
528,528,"@JohnCleese I wish all the wannabe theocrats in the US and around the world would carefully read Numbers 5, wherein… https://t.co/0wUaGpi6Bq",Pro-choice,0.4414553642272949
529,529,"@KateEmily2409 Yes, it is. I'm old enough to remember what it was like before Roe v Wade and I'm horrified. I don't… https://t.co/DwQlldCh3b",Pro-choice,0.7023369669914246
530,530,@ShotoSimp98 @SassyValkyrie @Snowy_Doe @war_updatez @HerbScribner Roe v Wade is dead deal with it,Pro-life,0.8114177584648132
531,531,Bravo!  The right to an abortion is a woman’s right!  It should be available to all women upon request between the… https://t.co/WYPPT04G0O,Pro-choice,0.3098044693470001
532,532,"Screaming into the void with this one, but yes we KNOW that Roe v Wade overturning doesn't mean abortion is outlawe… https://t.co/MuOknRDBHu",Pro-choice,0.4407840371131897
533,533,Of f*cking course my dad thinks Roe V Wade being overturned is a good thing. Not because he’s pro life but because… https://t.co/966n3v7MAH,Pro-choice,0.8445339798927307
534,534,"The 2nd best part of Roe vs Wade is we get to see some videos of ANTIFA getting their asses kicked.
#RoeVsWade #antifa",Pro-life,0.6894755363464355
535,535,@MeredthSalenger My fella thinks the whole Roe v Wade thing might be a way for Republicans to incite Democrats to v… https://t.co/PBZNUTnY9b,Pro-choice,0.3035811185836792
536,536,"Even to this day, I can rattle off a list of landmark decisions by the US Supreme Court and how important they were… https://t.co/Qx5fHyzHE1",Pro-choice,0.19482527673244476
537,537,"The Supreme Court did not need to go this extreme. This is not an issue to address with a sledge hammer, and it wil… https://t.co/LxIPtDhfHA",Pro-choice,0.17667318880558014
538,538,THEY OVERTURNED ROE V WADE?! What the FUCK! That’s terrifying. #catsjudgingthesupremecourt https://t.co/jCo8x0ykhX,Pro-choice,0.5992646217346191
539,539,@layr951 @mchooyah Sure it does. What precludes us from that? Roe v Wade does NOT make abortion illegal. It makes i… https://t.co/UO2QE7iNqs,Pro-life,0.3529995083808899
540,540,"@objkshn Hi
Men can get pregnant
Men need abortion access 
If you mean cis men specifically it would be very inclus… https://t.co/BNCzeVS0bD",Pro-choice,0.14613007009029388
541,541,@AlinejadMasih Roe V Wade was always bad law. It has simply been returned to the States and can now be decided on b… https://t.co/IlxnTudmtv,Pro-life,0.8403645753860474
542,542,"@BetteMidler Here in Texas, complete strangers can bring a suit against anyone who aids a woman who they suspect go… https://t.co/F5WIx9dGf1",Pro-choice,0.30867117643356323
543,543,"Unbelievable

Wording of original Roe ruling: ""...enough to encompass a woman's decision whether to terminate her p… https://t.co/m6mfcowdYT",Pro-choice,0.398691326379776
544,544,"Now that scotus overturned roe v wade, we could safely say the US belongs on the list of countries who violate huma… https://t.co/V3xwUDV15n",Pro-choice,0.5067152380943298
545,545,Bet these are the same people who bitch about January 6th too. #Roe  https://t.co/fZz5aUZmhm,Pro-life,0.41914102435112
546,546,@tdzarnick @GeneralBrnovich And keeping Roe v Wade will result in more fetal deaths. So I’m ok with it being overtu… https://t.co/01WzEgNaC9,Pro-life,0.3949943780899048
547,547,"@JohnCornyn Please explain how imposing YOUR religious beliefs against abortion, gay marriage, interracial marriage… https://t.co/rORl3wYUBy",Pro-choice,0.25294768810272217
548,548,"This is from #TroyeSivan on #Instagram

    I'm not sure if it helps underage girls, or what those regulations are.… https://t.co/cqAeWf4oHa",Pro-choice,0.2378346174955368
